leverdatum,productcode,product,leverancier,aantal,besteleenheid,bedrag
2025-07-07,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-07-09,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-07-11,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-07-14,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-07-16,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-07-18,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-07-21,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-07-23,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-07-25,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,3,doos,38.4
2025-07-28,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-07-30,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-08-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-08-04,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-08-06,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-08-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,3,doos,38.4
2025-08-11,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-08-13,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-08-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-08-18,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-08-20,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-08-22,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-08-27,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-08-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-09-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-09-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-09-05,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-09-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-09-10,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-09-12,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-09-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-09-19,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-09-24,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-09-26,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-09-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-06,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-10,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-13,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-22,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-24,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-10-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-10-31,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-11-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-11-07,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-11-12,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-11-14,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-11-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-11-21,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-11-26,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-11-28,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-12-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-12-05,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-12-10,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-12-12,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-12-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-12-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-12-19,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-12-22,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2025-12-26,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2025-12-31,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-02,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-07,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-09,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-12,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-16,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-21,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-23,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-28,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-01-30,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-04,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-06,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-09,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-13,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-16,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-20,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-23,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-25,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-02-27,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-03-04,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-03-06,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-03-09,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-03-13,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-03-18,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-03-20,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-03-23,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-03-27,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-04-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-04-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-04-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-04-10,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-04-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-04-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-04-22,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-04-24,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-04-27,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-04-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-04,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-06,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-11,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-13,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-18,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-20,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-05-22,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-05-27,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-05-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-06-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-06-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-06-05,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-12,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-06-19,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-24,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-26,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-06-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-01,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,3,doos,38.4
2026-07-06,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-08,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-10,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,3,doos,38.4
2026-07-15,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-07-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-07-20,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-22,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-24,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,3,doos,38.4
2026-07-27,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-29,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-07-31,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-08-03,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-08-05,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-08-07,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-08-10,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-08-12,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-08-14,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-08-17,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-08-19,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2026-08-21,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-08-26,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,2,doos,25.6
2026-08-28,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,3,doos,38.4
2026-08-31,BROOD02,Burgerbroodjes 4x12,Bakkerij Zomerdijk,1,doos,12.8
2023-09-01,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,9,doos,423.0
2023-09-08,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,8,doos,376.0
2023-09-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2023-09-15,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2023-09-22,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2023-09-26,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-09-29,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2023-10-03,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-10-06,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2023-10-10,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2023-10-13,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2023-10-17,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-10-20,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2023-10-24,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2023-10-27,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2023-10-31,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-11-03,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2023-11-07,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2023-11-10,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2023-11-14,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2023-11-17,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2023-11-21,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-11-24,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2023-11-28,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2023-12-01,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2023-12-05,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-12-08,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2023-12-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2023-12-15,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2023-12-19,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2023-12-22,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2023-12-26,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2023-12-29,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-01-05,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-01-09,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-01-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-01-16,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-01-19,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-01-23,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-01-26,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-01-30,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-02-02,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-02-06,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-02-09,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-02-13,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-02-16,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-02-20,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-02-23,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-02-27,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-03-01,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-03-05,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-03-08,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-03-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-03-15,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-03-19,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-03-22,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-03-29,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-04-02,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-04-05,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-04-09,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-04-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-04-16,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-04-19,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-04-23,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-04-26,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-04-30,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-05-03,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-05-07,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-05-10,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-05-14,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-05-17,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-05-21,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-05-24,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-05-28,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-05-31,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-06-04,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-06-07,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2024-06-11,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-06-14,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,7,doos,329.0
2024-06-18,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-06-21,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,7,doos,329.0
2024-06-25,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-06-28,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,7,doos,329.0
2024-07-02,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-07-05,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,7,doos,329.0
2024-07-09,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-07-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,8,doos,376.0
2024-07-16,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-07-19,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,7,doos,329.0
2024-07-23,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-07-26,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2024-07-30,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-08-02,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,8,doos,376.0
2024-08-06,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-08-09,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,7,doos,329.0
2024-08-13,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-08-16,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,8,doos,376.0
2024-08-23,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,8,doos,376.0
2024-08-27,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-08-30,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,8,doos,376.0
2024-09-03,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-09-06,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2024-09-10,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-09-13,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-09-17,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-09-20,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2024-09-24,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-09-27,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-10-01,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-10-04,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2024-10-08,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-10-11,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,6,doos,282.0
2024-10-15,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-10-18,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-10-22,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-10-25,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-10-29,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-11-01,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-11-05,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-11-08,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-11-12,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-11-15,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-11-19,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-11-22,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-11-26,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-11-29,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,5,doos,235.0
2024-12-03,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2024-12-06,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-12-10,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-12-13,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-12-17,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-12-20,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2024-12-24,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2024-12-27,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2024-12-31,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2025-01-03,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,4,doos,188.0
2025-01-07,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2025-01-10,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2025-01-14,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2025-01-17,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,2,doos,94.0
2025-01-21,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2025-01-24,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2025-01-28,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,1,doos,47.0
2025-01-31,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
2025-02-04,VLEES01,Burgerpatty 20x150g,Slagerij De Boer,3,doos,141.0
