datum,productcode,theoretisch_verbruik
2026-03-02,AARD01,4.48
2026-03-02,BIER01,11.0
2026-03-02,BIER02,5.0
2026-03-02,BROOD01,74.0
2026-03-02,BROOD02,11.0
2026-03-02,FRIS01,6.0
2026-03-02,FRIS02,6.0
2026-03-02,FRIS03,1.25
2026-03-02,KOF01,0.15
2026-03-02,VLEES01,11.0
2026-03-02,WIJN01,1.35
2026-03-02,WIJN02,1.5
2026-03-02,WIJN03,0.75
2026-03-02,ZUI01,1.8
2026-03-03,AARD01,4.9
2026-03-03,BIER01,9.0
2026-03-03,BIER02,11.0
2026-03-03,BROOD01,159.0
2026-03-03,BROOD02,11.0
2026-03-03,FRIS01,7.0
2026-03-03,FRIS02,17.0
2026-03-03,FRIS03,1.0
2026-03-03,KOF01,0.188
2026-03-03,VLEES01,11.0
2026-03-03,WIJN01,1.5
2026-03-03,WIJN02,2.1
2026-03-03,WIJN03,0.75
2026-03-03,ZUI01,1.65
2026-03-04,AARD01,7.98
2026-03-04,BIER01,9.5
2026-03-04,BIER02,8.0
2026-03-04,BROOD01,81.0
2026-03-04,BROOD02,15.0
2026-03-04,FRIS01,22.0
2026-03-04,FRIS02,18.0
2026-03-04,FRIS03,1.75
2026-03-04,KOF01,0.277
2026-03-04,VLEES01,15.0
2026-03-04,WIJN01,3.15
2026-03-04,WIJN02,1.05
2026-03-04,WIJN03,0.3
2026-03-04,ZUI01,2.4
2026-03-05,AARD01,5.04
2026-03-05,BIER01,7.0
2026-03-05,BIER02,5.0
2026-03-05,BROOD01,68.0
2026-03-05,BROOD02,13.0
2026-03-05,FRIS01,17.0
2026-03-05,FRIS02,13.0
2026-03-05,FRIS03,4.5
2026-03-05,KOF01,0.202
2026-03-05,VLEES01,13.0
2026-03-05,WIJN01,1.65
2026-03-05,WIJN02,1.2
2026-03-05,WIJN03,0.6
2026-03-05,ZUI01,2.4
2026-03-06,AARD01,7.84
2026-03-06,BIER01,17.0
2026-03-06,BIER02,12.0
2026-03-06,BROOD01,112.0
2026-03-06,BROOD02,18.0
2026-03-06,FRIS01,15.0
2026-03-06,FRIS02,19.0
2026-03-06,FRIS03,3.5
2026-03-06,KOF01,0.308
2026-03-06,VLEES01,18.0
2026-03-06,WIJN01,4.65
2026-03-06,WIJN02,3.9
2026-03-06,WIJN03,0.75
2026-03-06,ZUI01,2.1
2026-03-07,AARD01,7.84
2026-03-07,BIER01,25.75
2026-03-07,BIER02,16.0
2026-03-07,BROOD01,161.0
2026-03-07,BROOD02,18.0
2026-03-07,FRIS01,21.0
2026-03-07,FRIS02,17.0
2026-03-07,FRIS03,4.0
2026-03-07,KOF01,0.368
2026-03-07,VLEES01,18.0
2026-03-07,WIJN01,1.95
2026-03-07,WIJN02,3.0
2026-03-07,WIJN03,1.5
2026-03-07,ZUI01,2.85
2026-03-08,AARD01,5.74
2026-03-08,BIER01,11.0
2026-03-08,BIER02,5.0
2026-03-08,BROOD01,120.0
2026-03-08,BROOD02,20.0
2026-03-08,FRIS01,14.0
2026-03-08,FRIS02,13.0
2026-03-08,FRIS03,4.75
2026-03-08,KOF01,0.33
2026-03-08,VLEES01,20.0
2026-03-08,WIJN01,0.9
2026-03-08,WIJN02,0.75
2026-03-08,WIJN03,0.6
2026-03-08,ZUI01,3.0
2026-03-09,AARD01,2.8
2026-03-09,BIER01,2.5
2026-03-09,BIER02,3.0
2026-03-09,BROOD01,90.0
2026-03-09,BROOD02,8.0
2026-03-09,FRIS01,6.0
2026-03-09,FRIS02,7.0
2026-03-09,FRIS03,2.5
2026-03-09,KOF01,0.158
2026-03-09,VLEES01,8.0
2026-03-09,WIJN01,1.2
2026-03-09,WIJN02,0.75
2026-03-09,WIJN03,0.15
2026-03-09,ZUI01,1.8
2026-03-10,AARD01,7.0
2026-03-10,BIER01,17.5
2026-03-10,BIER02,10.0
2026-03-10,BROOD01,195.0
2026-03-10,BROOD02,20.0
2026-03-10,FRIS01,5.0
2026-03-10,FRIS02,28.0
2026-03-10,FRIS03,3.0
2026-03-10,KOF01,0.315
2026-03-10,VLEES01,20.0
2026-03-10,WIJN01,2.1
2026-03-10,WIJN02,1.5
2026-03-10,WIJN03,0.6
2026-03-10,ZUI01,3.6
2026-03-11,AARD01,5.18
2026-03-11,BIER01,9.75
2026-03-11,BIER02,9.0
2026-03-11,BROOD01,119.0
2026-03-11,BROOD02,8.0
2026-03-11,FRIS01,14.0
2026-03-11,FRIS02,11.0
2026-03-11,FRIS03,2.75
2026-03-11,KOF01,0.3
2026-03-11,VLEES01,8.0
2026-03-11,WIJN01,1.05
2026-03-11,WIJN02,1.2
2026-03-11,WIJN03,0.3
2026-03-11,ZUI01,3.15
2026-03-12,AARD01,4.9
2026-03-12,BIER01,8.75
2026-03-12,BIER02,8.0
2026-03-12,BROOD01,90.0
2026-03-12,BROOD02,14.0
2026-03-12,FRIS01,12.0
2026-03-12,FRIS02,11.0
2026-03-12,FRIS03,2.0
2026-03-12,KOF01,0.24
2026-03-12,VLEES01,14.0
2026-03-12,WIJN01,1.2
2026-03-12,WIJN02,1.8
2026-03-12,WIJN03,0.75
2026-03-12,ZUI01,1.8
2026-03-13,AARD01,11.48
2026-03-13,BIER01,20.25
2026-03-13,BIER02,14.0
2026-03-13,BROOD01,91.0
2026-03-13,BROOD02,34.0
2026-03-13,FRIS01,25.0
2026-03-13,FRIS02,16.0
2026-03-13,FRIS03,4.25
2026-03-13,KOF01,0.21
2026-03-13,VLEES01,34.0
2026-03-13,WIJN01,4.65
2026-03-13,WIJN02,3.45
2026-03-13,WIJN03,1.95
2026-03-13,ZUI01,2.1
2026-03-14,AARD01,8.26
2026-03-14,BIER01,22.5
2026-03-14,BIER02,19.0
2026-03-14,BROOD01,148.0
2026-03-14,BROOD02,13.0
2026-03-14,FRIS01,16.0
2026-03-14,FRIS02,28.0
2026-03-14,FRIS03,4.25
2026-03-14,KOF01,0.322
2026-03-14,VLEES01,13.0
2026-03-14,WIJN01,3.15
2026-03-14,WIJN02,4.05
2026-03-14,WIJN03,0.75
2026-03-14,ZUI01,3.6
2026-03-15,AARD01,5.32
2026-03-15,BIER01,7.75
2026-03-15,BIER02,11.0
2026-03-15,BROOD01,109.0
2026-03-15,BROOD02,13.0
2026-03-15,FRIS01,14.0
2026-03-15,FRIS02,27.0
2026-03-15,FRIS03,4.5
2026-03-15,KOF01,0.375
2026-03-15,VLEES01,13.0
2026-03-15,WIJN01,2.4
2026-03-15,WIJN02,2.1
2026-03-15,WIJN03,0.45
2026-03-15,ZUI01,3.45
2026-03-16,AARD01,3.36
2026-03-16,BIER01,7.75
2026-03-16,BIER02,7.0
2026-03-16,BROOD01,82.0
2026-03-16,BROOD02,12.0
2026-03-16,FRIS01,6.0
2026-03-16,FRIS02,9.0
2026-03-16,FRIS03,2.25
2026-03-16,KOF01,0.218
2026-03-16,VLEES01,12.0
2026-03-16,WIJN01,0.9
2026-03-16,WIJN02,1.05
2026-03-16,WIJN03,0.3
2026-03-16,ZUI01,1.95
2026-03-17,AARD01,5.04
2026-03-17,BIER01,8.0
2026-03-17,BIER02,7.0
2026-03-17,BROOD01,82.0
2026-03-17,BROOD02,13.0
2026-03-17,FRIS01,7.0
2026-03-17,FRIS02,10.0
2026-03-17,FRIS03,2.0
2026-03-17,KOF01,0.165
2026-03-17,VLEES01,13.0
2026-03-17,WIJN01,0.9
2026-03-17,WIJN02,0.6
2026-03-17,WIJN03,0.3
2026-03-17,ZUI01,2.1
2026-03-18,AARD01,3.64
2026-03-18,BIER01,10.75
2026-03-18,BIER02,12.0
2026-03-18,BROOD01,121.0
2026-03-18,BROOD02,9.0
2026-03-18,FRIS01,8.0
2026-03-18,FRIS02,13.0
2026-03-18,FRIS03,3.5
2026-03-18,KOF01,0.172
2026-03-18,VLEES01,9.0
2026-03-18,WIJN01,2.1
2026-03-18,WIJN02,0.6
2026-03-18,WIJN03,1.5
2026-03-18,ZUI01,2.4
2026-03-19,AARD01,7.84
2026-03-19,BIER01,16.25
2026-03-19,BIER02,11.0
2026-03-19,BROOD01,160.0
2026-03-19,BROOD02,13.0
2026-03-19,FRIS01,20.0
2026-03-19,FRIS02,17.0
2026-03-19,FRIS03,3.25
2026-03-19,KOF01,0.188
2026-03-19,VLEES01,13.0
2026-03-19,WIJN01,3.45
2026-03-19,WIJN02,2.4
2026-03-19,WIJN03,0.9
2026-03-19,ZUI01,1.8
2026-03-20,AARD01,7.56
2026-03-20,BIER01,26.25
2026-03-20,BIER02,27.0
2026-03-20,BROOD01,177.0
2026-03-20,BROOD02,16.0
2026-03-20,FRIS01,24.0
2026-03-20,FRIS02,23.0
2026-03-20,FRIS03,6.75
2026-03-20,KOF01,0.255
2026-03-20,VLEES01,16.0
2026-03-20,WIJN01,4.2
2026-03-20,WIJN02,5.4
2026-03-20,WIJN03,1.05
2026-03-20,ZUI01,2.25
2026-03-21,AARD01,13.3
2026-03-21,BIER01,23.5
2026-03-21,BIER02,22.0
2026-03-21,BROOD01,96.0
2026-03-21,BROOD02,36.0
2026-03-21,FRIS01,19.0
2026-03-21,FRIS02,21.0
2026-03-21,FRIS03,3.0
2026-03-21,KOF01,0.308
2026-03-21,VLEES01,36.0
2026-03-21,WIJN01,3.9
2026-03-21,WIJN02,4.95
2026-03-21,WIJN03,1.5
2026-03-21,ZUI01,3.3
2026-03-22,AARD01,7.0
2026-03-22,BIER01,15.25
2026-03-22,BIER02,14.0
2026-03-22,BROOD01,116.0
2026-03-22,BROOD02,20.0
2026-03-22,FRIS01,12.0
2026-03-22,FRIS02,23.0
2026-03-22,FRIS03,4.25
2026-03-22,KOF01,0.375
2026-03-22,VLEES01,20.0
2026-03-22,WIJN01,1.05
2026-03-22,WIJN02,2.25
2026-03-22,WIJN03,0.45
2026-03-22,ZUI01,3.75
2026-03-23,AARD01,5.18
2026-03-23,BIER01,9.5
2026-03-23,BIER02,4.0
2026-03-23,BROOD01,106.0
2026-03-23,BROOD02,13.0
2026-03-23,FRIS01,12.0
2026-03-23,FRIS02,6.0
2026-03-23,FRIS03,1.5
2026-03-23,KOF01,0.158
2026-03-23,VLEES01,13.0
2026-03-23,WIJN01,1.95
2026-03-23,WIJN02,1.65
2026-03-23,WIJN03,0.45
2026-03-23,ZUI01,1.95
2026-03-24,AARD01,6.58
2026-03-24,BIER01,9.0
2026-03-24,BIER02,6.0
2026-03-24,BROOD01,100.0
2026-03-24,BROOD02,13.0
2026-03-24,FRIS01,10.0
2026-03-24,FRIS02,13.0
2026-03-24,FRIS03,2.25
2026-03-24,KOF01,0.255
2026-03-24,VLEES01,13.0
2026-03-24,WIJN01,2.1
2026-03-24,WIJN02,1.5
2026-03-24,WIJN03,0.6
2026-03-24,ZUI01,2.1
2026-03-25,AARD01,4.76
2026-03-25,BIER01,8.5
2026-03-25,BIER02,8.0
2026-03-25,BROOD01,138.0
2026-03-25,BROOD02,10.0
2026-03-25,FRIS01,28.0
2026-03-25,FRIS02,19.0
2026-03-25,FRIS03,3.25
2026-03-25,KOF01,0.27
2026-03-25,VLEES01,10.0
2026-03-25,WIJN01,2.55
2026-03-25,WIJN02,1.35
2026-03-25,WIJN03,0.6
2026-03-25,ZUI01,2.4
2026-03-26,AARD01,7.42
2026-03-26,BIER01,9.5
2026-03-26,BIER02,5.0
2026-03-26,BROOD01,90.0
2026-03-26,BROOD02,24.0
2026-03-26,FRIS01,11.0
2026-03-26,FRIS02,21.0
2026-03-26,FRIS03,2.0
2026-03-26,KOF01,0.255
2026-03-26,VLEES01,24.0
2026-03-26,WIJN01,0.9
2026-03-26,WIJN02,0.45
2026-03-26,WIJN03,0.45
2026-03-26,ZUI01,1.65
2026-03-27,AARD01,7.14
2026-03-27,BIER01,24.5
2026-03-27,BIER02,18.0
2026-03-27,BROOD01,145.0
2026-03-27,BROOD02,21.0
2026-03-27,FRIS01,23.0
2026-03-27,FRIS02,30.0
2026-03-27,FRIS03,2.5
2026-03-27,KOF01,0.33
2026-03-27,VLEES01,21.0
2026-03-27,WIJN01,4.05
2026-03-27,WIJN02,3.0
2026-03-27,WIJN03,1.65
2026-03-27,ZUI01,3.15
2026-03-28,AARD01,10.64
2026-03-28,BIER01,21.25
2026-03-28,BIER02,22.0
2026-03-28,BROOD01,280.0
2026-03-28,BROOD02,34.0
2026-03-28,FRIS01,21.0
2026-03-28,FRIS02,21.0
2026-03-28,FRIS03,6.0
2026-03-28,KOF01,0.405
2026-03-28,VLEES01,34.0
2026-03-28,WIJN01,5.1
2026-03-28,WIJN02,3.6
2026-03-28,WIJN03,1.65
2026-03-28,ZUI01,4.2
2026-03-29,AARD01,4.2
2026-03-29,BIER01,9.5
2026-03-29,BIER02,6.0
2026-03-29,BROOD01,209.0
2026-03-29,BROOD02,13.0
2026-03-29,FRIS01,14.0
2026-03-29,FRIS02,14.0
2026-03-29,FRIS03,5.5
2026-03-29,KOF01,0.405
2026-03-29,VLEES01,13.0
2026-03-29,WIJN01,1.8
2026-03-29,WIJN02,1.95
2026-03-29,WIJN03,0.9
2026-03-29,ZUI01,4.95
2026-03-30,AARD01,4.06
2026-03-30,BIER01,7.0
2026-03-30,BIER02,6.0
2026-03-30,BROOD01,61.0
2026-03-30,BROOD02,6.0
2026-03-30,FRIS01,6.0
2026-03-30,FRIS02,11.0
2026-03-30,FRIS03,2.0
2026-03-30,KOF01,0.172
2026-03-30,VLEES01,6.0
2026-03-30,WIJN01,1.2
2026-03-30,WIJN02,1.5
2026-03-30,WIJN03,0.45
2026-03-30,ZUI01,0.75
2026-03-31,AARD01,4.62
2026-03-31,BIER01,14.75
2026-03-31,BIER02,15.0
2026-03-31,BROOD01,115.0
2026-03-31,BROOD02,11.0
2026-03-31,FRIS01,18.0
2026-03-31,FRIS02,16.0
2026-03-31,FRIS03,3.5
2026-03-31,KOF01,0.292
2026-03-31,VLEES01,11.0
2026-03-31,WIJN01,1.35
2026-03-31,WIJN02,2.7
2026-03-31,WIJN03,1.2
2026-03-31,ZUI01,2.4
2026-04-01,AARD01,6.3
2026-04-01,BIER01,12.0
2026-04-01,BIER02,8.0
2026-04-01,BROOD01,128.0
2026-04-01,BROOD02,13.0
2026-04-01,FRIS01,13.0
2026-04-01,FRIS02,6.0
2026-04-01,FRIS03,6.25
2026-04-01,KOF01,0.225
2026-04-01,VLEES01,13.0
2026-04-01,WIJN01,0.9
2026-04-01,WIJN02,2.55
2026-04-01,WIJN03,1.05
2026-04-01,ZUI01,1.2
2026-04-02,AARD01,5.18
2026-04-02,BIER01,16.25
2026-04-02,BIER02,3.0
2026-04-02,BROOD01,149.0
2026-04-02,BROOD02,12.0
2026-04-02,FRIS01,16.0
2026-04-02,FRIS02,16.0
2026-04-02,FRIS03,4.25
2026-04-02,KOF01,0.255
2026-04-02,VLEES01,12.0
2026-04-02,WIJN01,1.65
2026-04-02,WIJN02,1.8
2026-04-02,ZUI01,3.9
2026-04-03,AARD01,9.66
2026-04-03,BIER01,22.5
2026-04-03,BIER02,23.0
2026-04-03,BROOD01,143.0
2026-04-03,BROOD02,27.0
2026-04-03,FRIS01,23.0
2026-04-03,FRIS02,27.0
2026-04-03,FRIS03,4.0
2026-04-03,KOF01,0.33
2026-04-03,VLEES01,27.0
2026-04-03,WIJN01,4.05
2026-04-03,WIJN02,4.35
2026-04-03,WIJN03,1.8
2026-04-03,ZUI01,2.1
2026-04-04,AARD01,9.1
2026-04-04,BIER01,18.25
2026-04-04,BIER02,15.0
2026-04-04,BROOD01,121.0
2026-04-04,BROOD02,21.0
2026-04-04,FRIS01,20.0
2026-04-04,FRIS02,15.0
2026-04-04,FRIS03,3.5
2026-04-04,KOF01,0.315
2026-04-04,VLEES01,21.0
2026-04-04,WIJN01,3.6
2026-04-04,WIJN02,3.15
2026-04-04,WIJN03,1.65
2026-04-04,ZUI01,2.25
2026-04-05,AARD01,5.46
2026-04-05,BIER01,11.75
2026-04-05,BIER02,9.0
2026-04-05,BROOD01,189.0
2026-04-05,BROOD02,15.0
2026-04-05,FRIS01,16.0
2026-04-05,FRIS02,10.0
2026-04-05,FRIS03,4.25
2026-04-05,KOF01,0.428
2026-04-05,VLEES01,15.0
2026-04-05,WIJN01,1.65
2026-04-05,WIJN02,1.95
2026-04-05,WIJN03,0.6
2026-04-05,ZUI01,3.9
2026-04-06,AARD01,5.32
2026-04-06,BIER01,7.75
2026-04-06,BIER02,8.0
2026-04-06,BROOD01,105.0
2026-04-06,BROOD02,14.0
2026-04-06,FRIS01,13.0
2026-04-06,FRIS02,16.0
2026-04-06,FRIS03,1.0
2026-04-06,KOF01,0.158
2026-04-06,VLEES01,14.0
2026-04-06,WIJN01,2.55
2026-04-06,WIJN02,0.9
2026-04-06,WIJN03,0.6
2026-04-06,ZUI01,1.65
2026-04-07,AARD01,5.88
2026-04-07,BIER01,6.25
2026-04-07,BIER02,8.0
2026-04-07,BROOD01,90.0
2026-04-07,BROOD02,13.0
2026-04-07,FRIS01,1.0
2026-04-07,FRIS02,12.0
2026-04-07,FRIS03,0.25
2026-04-07,KOF01,0.142
2026-04-07,VLEES01,13.0
2026-04-07,WIJN01,1.2
2026-04-07,WIJN02,0.75
2026-04-07,WIJN03,0.3
2026-04-07,ZUI01,1.65
2026-04-08,AARD01,4.2
2026-04-08,BIER01,9.25
2026-04-08,BIER02,7.0
2026-04-08,BROOD01,89.0
2026-04-08,BROOD02,7.0
2026-04-08,FRIS01,18.0
2026-04-08,FRIS02,9.0
2026-04-08,FRIS03,3.5
2026-04-08,KOF01,0.195
2026-04-08,VLEES01,7.0
2026-04-08,WIJN01,1.05
2026-04-08,WIJN02,1.95
2026-04-08,WIJN03,0.45
2026-04-08,ZUI01,1.95
2026-04-09,AARD01,6.86
2026-04-09,BIER01,11.0
2026-04-09,BIER02,8.0
2026-04-09,BROOD01,154.0
2026-04-09,BROOD02,20.0
2026-04-09,FRIS01,15.0
2026-04-09,FRIS02,13.0
2026-04-09,FRIS03,3.75
2026-04-09,KOF01,0.292
2026-04-09,VLEES01,20.0
2026-04-09,WIJN01,1.8
2026-04-09,WIJN02,1.2
2026-04-09,WIJN03,0.3
2026-04-09,ZUI01,2.85
2026-04-10,AARD01,11.9
2026-04-10,BIER01,31.25
2026-04-10,BIER02,25.0
2026-04-10,BROOD01,214.0
2026-04-10,BROOD02,23.0
2026-04-10,FRIS01,40.0
2026-04-10,FRIS02,29.0
2026-04-10,FRIS03,5.5
2026-04-10,KOF01,0.502
2026-04-10,VLEES01,23.0
2026-04-10,WIJN01,5.25
2026-04-10,WIJN02,4.5
2026-04-10,WIJN03,1.2
2026-04-10,ZUI01,5.1
2026-04-11,AARD01,4.62
2026-04-11,BIER01,12.0
2026-04-11,BIER02,10.0
2026-04-11,BROOD01,112.0
2026-04-11,BROOD02,13.0
2026-04-11,FRIS01,16.0
2026-04-11,FRIS02,22.0
2026-04-11,FRIS03,4.75
2026-04-11,KOF01,0.262
2026-04-11,VLEES01,13.0
2026-04-11,WIJN01,2.1
2026-04-11,WIJN02,2.85
2026-04-11,WIJN03,1.8
2026-04-11,ZUI01,2.7
2026-04-12,AARD01,3.5
2026-04-12,BIER01,11.5
2026-04-12,BIER02,9.0
2026-04-12,BROOD01,191.0
2026-04-12,BROOD02,7.0
2026-04-12,FRIS01,25.0
2026-04-12,FRIS02,31.0
2026-04-12,FRIS03,6.25
2026-04-12,KOF01,0.375
2026-04-12,VLEES01,7.0
2026-04-12,WIJN01,3.15
2026-04-12,WIJN02,2.55
2026-04-12,WIJN03,1.2
2026-04-12,ZUI01,4.05
2026-04-13,AARD01,2.52
2026-04-13,BIER01,4.75
2026-04-13,BIER02,4.0
2026-04-13,BROOD01,97.0
2026-04-13,BROOD02,7.0
2026-04-13,FRIS01,15.0
2026-04-13,FRIS02,7.0
2026-04-13,FRIS03,1.75
2026-04-13,KOF01,0.188
2026-04-13,VLEES01,7.0
2026-04-13,WIJN01,0.45
2026-04-13,WIJN02,0.9
2026-04-13,WIJN03,0.6
2026-04-13,ZUI01,1.8
2026-04-14,AARD01,6.02
2026-04-14,BIER01,14.25
2026-04-14,BIER02,11.0
2026-04-14,BROOD01,135.0
2026-04-14,BROOD02,14.0
2026-04-14,FRIS01,15.0
2026-04-14,FRIS02,16.0
2026-04-14,FRIS03,5.5
2026-04-14,KOF01,0.15
2026-04-14,VLEES01,14.0
2026-04-14,WIJN01,1.8
2026-04-14,WIJN02,2.85
2026-04-14,WIJN03,0.6
2026-04-14,ZUI01,1.35
2026-04-15,AARD01,5.46
2026-04-15,BIER01,10.25
2026-04-15,BIER02,6.0
2026-04-15,BROOD01,167.0
2026-04-15,BROOD02,17.0
2026-04-15,FRIS01,15.0
2026-04-15,FRIS02,12.0
2026-04-15,FRIS03,2.0
2026-04-15,KOF01,0.352
2026-04-15,VLEES01,17.0
2026-04-15,WIJN01,0.9
2026-04-15,WIJN02,1.5
2026-04-15,WIJN03,0.15
2026-04-15,ZUI01,4.05
2026-04-16,AARD01,4.48
2026-04-16,BIER01,7.75
2026-04-16,BIER02,3.0
2026-04-16,BROOD01,96.0
2026-04-16,BROOD02,14.0
2026-04-16,FRIS01,13.0
2026-04-16,FRIS02,17.0
2026-04-16,FRIS03,5.25
2026-04-16,KOF01,0.225
2026-04-16,VLEES01,14.0
2026-04-16,WIJN01,2.1
2026-04-16,WIJN02,1.35
2026-04-16,WIJN03,0.45
2026-04-16,ZUI01,2.7
2026-04-17,AARD01,11.48
2026-04-17,BIER01,33.75
2026-04-17,BIER02,26.0
2026-04-17,BROOD01,213.0
2026-04-17,BROOD02,23.0
2026-04-17,FRIS01,28.0
2026-04-17,FRIS02,20.0
2026-04-17,FRIS03,6.25
2026-04-17,KOF01,0.352
2026-04-17,VLEES01,23.0
2026-04-17,WIJN01,5.85
2026-04-17,WIJN02,2.7
2026-04-17,WIJN03,2.4
2026-04-17,ZUI01,3.45
2026-04-18,AARD01,11.48
2026-04-18,BIER01,29.75
2026-04-18,BIER02,28.0
2026-04-18,BROOD01,177.0
2026-04-18,BROOD02,30.0
2026-04-18,FRIS01,43.0
2026-04-18,FRIS02,26.0
2026-04-18,FRIS03,4.25
2026-04-18,KOF01,0.345
2026-04-18,VLEES01,30.0
2026-04-18,WIJN01,7.2
2026-04-18,WIJN02,3.45
2026-04-18,WIJN03,1.05
2026-04-18,ZUI01,2.85
2026-04-19,AARD01,8.68
2026-04-19,BIER01,13.0
2026-04-19,BIER02,12.0
2026-04-19,BROOD01,197.0
2026-04-19,BROOD02,19.0
2026-04-19,FRIS01,23.0
2026-04-19,FRIS02,25.0
2026-04-19,FRIS03,7.75
2026-04-19,KOF01,0.532
2026-04-19,VLEES01,19.0
2026-04-19,WIJN01,1.8
2026-04-19,WIJN02,4.5
2026-04-19,WIJN03,1.8
2026-04-19,ZUI01,6.15
2026-04-20,AARD01,4.48
2026-04-20,BIER01,6.0
2026-04-20,BIER02,6.0
2026-04-20,BROOD01,118.0
2026-04-20,BROOD02,15.0
2026-04-20,FRIS01,25.0
2026-04-20,FRIS02,21.0
2026-04-20,FRIS03,2.25
2026-04-20,KOF01,0.202
2026-04-20,VLEES01,15.0
2026-04-20,WIJN01,1.35
2026-04-20,WIJN02,1.05
2026-04-20,WIJN03,0.45
2026-04-20,ZUI01,1.65
2026-04-21,AARD01,4.62
2026-04-21,BIER01,8.0
2026-04-21,BIER02,6.0
2026-04-21,BROOD01,126.0
2026-04-21,BROOD02,11.0
2026-04-21,FRIS01,10.0
2026-04-21,FRIS02,9.0
2026-04-21,FRIS03,3.25
2026-04-21,KOF01,0.292
2026-04-21,VLEES01,11.0
2026-04-21,WIJN01,1.5
2026-04-21,WIJN02,0.75
2026-04-21,WIJN03,1.05
2026-04-21,ZUI01,3.0
2026-04-22,AARD01,7.56
2026-04-22,BIER01,12.0
2026-04-22,BIER02,13.0
2026-04-22,BROOD01,162.0
2026-04-22,BROOD02,29.0
2026-04-22,FRIS01,18.0
2026-04-22,FRIS02,15.0
2026-04-22,FRIS03,7.0
2026-04-22,KOF01,0.262
2026-04-22,VLEES01,29.0
2026-04-22,WIJN01,1.65
2026-04-22,WIJN02,2.1
2026-04-22,WIJN03,0.9
2026-04-22,ZUI01,1.95
2026-04-23,AARD01,11.76
2026-04-23,BIER01,14.5
2026-04-23,BIER02,7.0
2026-04-23,BROOD01,180.0
2026-04-23,BROOD02,34.0
2026-04-23,FRIS01,24.0
2026-04-23,FRIS02,25.0
2026-04-23,FRIS03,3.5
2026-04-23,KOF01,0.285
2026-04-23,VLEES01,34.0
2026-04-23,WIJN01,5.1
2026-04-23,WIJN02,1.95
2026-04-23,WIJN03,1.5
2026-04-23,ZUI01,2.55
2026-04-24,AARD01,13.3
2026-04-24,BIER01,21.0
2026-04-24,BIER02,23.0
2026-04-24,BROOD01,236.0
2026-04-24,BROOD02,34.0
2026-04-24,FRIS01,32.0
2026-04-24,FRIS02,37.0
2026-04-24,FRIS03,6.25
2026-04-24,KOF01,0.69
2026-04-24,VLEES01,34.0
2026-04-24,WIJN01,5.25
2026-04-24,WIJN02,5.25
2026-04-24,WIJN03,2.1
2026-04-24,ZUI01,6.45
2026-04-25,AARD01,12.88
2026-04-25,BIER01,27.0
2026-04-25,BIER02,31.0
2026-04-25,BROOD01,120.0
2026-04-25,BROOD02,28.0
2026-04-25,FRIS01,15.0
2026-04-25,FRIS02,26.0
2026-04-25,FRIS03,5.75
2026-04-25,KOF01,0.45
2026-04-25,VLEES01,28.0
2026-04-25,WIJN01,4.95
2026-04-25,WIJN02,3.15
2026-04-25,WIJN03,1.35
2026-04-25,ZUI01,5.25
2026-04-26,AARD01,4.62
2026-04-26,BIER01,13.25
2026-04-26,BIER02,8.0
2026-04-26,BROOD01,131.0
2026-04-26,BROOD02,10.0
2026-04-26,FRIS01,17.0
2026-04-26,FRIS02,11.0
2026-04-26,FRIS03,4.5
2026-04-26,KOF01,0.225
2026-04-26,VLEES01,10.0
2026-04-26,WIJN01,1.8
2026-04-26,WIJN02,1.65
2026-04-26,WIJN03,0.75
2026-04-26,ZUI01,2.4
2026-04-27,AARD01,11.62
2026-04-27,BIER01,23.5
2026-04-27,BIER02,12.0
2026-04-27,BROOD01,209.0
2026-04-27,BROOD02,21.0
2026-04-27,FRIS01,21.0
2026-04-27,FRIS02,30.0
2026-04-27,FRIS03,4.0
2026-04-27,KOF01,0.548
2026-04-27,VLEES01,21.0
2026-04-27,WIJN01,4.05
2026-04-27,WIJN02,3.45
2026-04-27,WIJN03,1.95
2026-04-27,ZUI01,5.4
2026-04-28,AARD01,6.58
2026-04-28,BIER01,11.75
2026-04-28,BIER02,12.0
2026-04-28,BROOD01,176.0
2026-04-28,BROOD02,14.0
2026-04-28,FRIS01,13.0
2026-04-28,FRIS02,20.0
2026-04-28,FRIS03,3.5
2026-04-28,KOF01,0.172
2026-04-28,VLEES01,14.0
2026-04-28,WIJN01,2.4
2026-04-28,WIJN02,1.5
2026-04-28,WIJN03,0.9
2026-04-28,ZUI01,1.8
2026-04-29,AARD01,5.04
2026-04-29,BIER01,10.25
2026-04-29,BIER02,15.0
2026-04-29,BROOD01,179.0
2026-04-29,BROOD02,11.0
2026-04-29,FRIS01,17.0
2026-04-29,FRIS02,16.0
2026-04-29,FRIS03,4.0
2026-04-29,KOF01,0.345
2026-04-29,VLEES01,11.0
2026-04-29,WIJN01,2.4
2026-04-29,WIJN02,1.65
2026-04-29,WIJN03,0.75
2026-04-29,ZUI01,3.0
2026-04-30,AARD01,6.3
2026-04-30,BIER01,20.25
2026-04-30,BIER02,15.0
2026-04-30,BROOD01,124.0
2026-04-30,BROOD02,8.0
2026-04-30,FRIS01,14.0
2026-04-30,FRIS02,17.0
2026-04-30,FRIS03,4.25
2026-04-30,KOF01,0.337
2026-04-30,VLEES01,8.0
2026-04-30,WIJN01,3.3
